what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1445267482860
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1445267482861
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1445267482923
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1445267482949
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1445267483013
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1445267483102
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1445267483177
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1445267483177
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1445267483178
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1445267483318
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1445267483319
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1445267483320
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1445267483321
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1445267483341
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1445267483366
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1445267483368
os,sysinfo,,,"win32",1445267483374
arch,sysinfo,,,"x86_64",1445267483374
ws,sysinfo,,,"win32",1445267483374
locale,sysinfo,,,"en_US",1445267483374
processors,sysinfo,,,"4",1445267483374
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1445267483374
java.runtime.version,sysinfo,,,"1.7.0_55-b13",1445267483374
java.specification.name,sysinfo,,,"Java Platform API Specification",1445267483374
java.specification.vendor,sysinfo,,,"Oracle Corporation",1445267483374
java.specification.version,sysinfo,,,"1.7",1445267483374
java.vendor,sysinfo,,,"Oracle Corporation",1445267483374
java.version,sysinfo,,,"1.7.0_55",1445267483374
java.vm.info,sysinfo,,,"mixed mode",1445267483374
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1445267483374
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1445267483374
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1445267483374
java.vm.specification.version,sysinfo,,,"1.7",1445267483375
java.vm.vendor,sysinfo,,,"Oracle Corporation",1445267483375
java.vm.version,sysinfo,,,"24.55-b03",1445267483375
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1445267483426
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1445267484449
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1445267484585
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1445267484701
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1445267484802
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1445267484805
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1445267485054
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1445267485229
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1445267485241
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1445267485323
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445268302189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445268304817
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445268305118
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1445268306946
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.600.v201008171516,"org.eclipse.jst.ws.axis.creation.ui",1445268310001
